name,japanese_name,pokedex_number,generation,type1,type2,fully_evolved,weight_kg,height_m,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,exp_growth,base_happiness,base_egg_steps,percentage_male,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
Wooper,Upahウパー,194,2,water,ground,0,8.5,0.4,55,45,45,25,25,15,210,255.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Quagsire,Nuohヌオー,195,2,water,ground,1,75.0,1.4,95,85,85,65,65,35,430,90.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Espeon,Eifieエーフィ,196,2,psychic,NT2,1,26.5,0.9,65,65,60,130,95,110,525,45.0,1000000,70,8960,88.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Umbreon,Blackyブラッキー,197,2,dark,NT2,1,27.0,1.0,95,65,110,60,130,65,525,45.0,1000000,35,8960,88.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Murkrow,Yamikarasuヤミカラス,198,2,dark,flying,0,2.1,0.5,60,85,42,85,42,91,405,30.0,1059860,35,5120,50.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0
Slowking,Yadokingヤドキング,199,2,water,psychic,1,79.5,2.0,95,75,80,100,110,30,490,70.0,1000000,70,5120,50.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0
Misdreavus,Mumaムウマ,200,2,ghost,NT2,0,1.0,0.7,60,60,60,85,85,85,435,45.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Unown,Unknownアンノーン,201,2,psychic,NT2,1,5.0,0.5,48,72,48,72,48,48,336,225.0,1000000,70,10240,0.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Wobbuffet,Sonansソーナンス,202,2,psychic,NT2,1,28.5,1.3,190,33,58,33,58,33,405,45.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Girafarig,Kirinrikiキリンリキ,203,2,normal,psychic,0,41.5,1.5,70,80,65,90,65,85,455,60.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Pineco,Kunugidamaクヌギダマ,204,2,bug,NT2,0,7.2,0.6,50,65,90,35,35,15,290,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Forretress,Foretosフォレトス,205,2,bug,steel,1,125.8,1.2,75,90,140,60,60,40,465,75.0,1000000,70,5120,50.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0
Dunsparce,Nokocchiノコッチ,206,2,normal,NT2,0,14.0,1.5,100,70,70,65,65,45,415,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Gligar,Gligerグライガー,207,2,ground,flying,0,64.8,1.1,65,75,105,35,65,85,430,60.0,1059860,70,5120,50.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0
Steelix,Haganeilハガネール,208,2,steel,ground,1,400.0,9.2,75,85,200,55,65,30,510,25.0,1000000,70,6400,50.0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0
Snubbull,Buluブルー,209,2,fairy,NT2,0,7.8,0.6,60,80,50,40,40,30,300,190.0,800000,70,5120,24.6,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Granbull,Granbuluグランブル,210,2,fairy,NT2,1,48.7,1.4,90,120,75,60,60,45,450,75.0,800000,70,5120,24.6,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Qwilfish,Harysenハリーセン,211,2,water,poison,1,3.9,0.5,65,95,85,55,55,85,440,45.0,1000000,70,5120,50.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0
Scizor,Hassamハッサム,212,2,bug,steel,1,118.0,1.8,70,130,100,55,80,65,500,25.0,1000000,70,6400,50.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0
Shuckle,Tsubotsuboツボツボ,213,2,bug,rock,1,20.5,0.6,20,10,230,10,230,5,505,190.0,1059860,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Heracross,Heracrosヘラクロス,214,2,bug,fighting,1,54.0,1.5,80,125,75,40,95,85,500,45.0,1250000,70,6400,50.0,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0
Sneasel,Nyulaニューラ,215,2,dark,ice,0,28.0,0.9,55,95,55,35,75,115,430,60.0,1059860,35,5120,50.0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,0
Teddiursa,Himegumaヒメグマ,216,2,normal,NT2,0,8.8,0.6,60,80,50,50,50,40,330,120.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Ursaring,Ringumaリングマ,217,2,normal,NT2,0,125.8,1.8,90,130,75,75,75,55,500,60.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Slugma,Magmagマグマッグ,218,2,fire,NT2,0,35.0,0.7,40,40,40,70,40,20,250,190.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Magcargo,Magcargotマグカルゴ,219,2,fire,rock,1,55.0,0.8,60,50,120,90,80,30,430,75.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0
Swinub,Urimooウリムー,220,2,ice,ground,0,6.5,0.4,50,50,40,30,30,50,250,225.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0
Piloswine,Inomooイノムー,221,2,ice,ground,0,55.8,1.1,100,100,80,60,60,50,450,75.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0
Corsola,Sunnygoサニーゴ,222,2,water,rock,1,5.0,0.6,65,55,95,65,95,35,410,60.0,800000,70,5120,24.6,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0
Remoraid,Teppouoテッポウオ,223,2,water,NT2,0,12.0,0.6,35,65,35,65,35,65,300,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Octillery,Okutankオクタン,224,2,water,NT2,1,28.5,0.9,75,105,75,105,75,45,480,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Delibird,Delibirdデリバード,225,2,ice,flying,1,16.0,0.9,45,55,45,65,45,75,330,45.0,800000,70,5120,50.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0
Mantine,Mantainマンタイン,226,2,water,flying,1,220.0,2.1,85,40,70,80,140,70,485,25.0,1250000,70,6400,50.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0
Skarmory,Airmdエアームド,227,2,steel,flying,1,50.5,1.7,65,80,140,40,70,70,465,25.0,1250000,70,6400,50.0,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0
Houndour,Delvilデルビル,228,2,dark,fire,0,10.8,0.6,45,60,30,80,50,65,330,120.0,1250000,35,5120,50.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0
Houndoom,Hellgarヘルガー,229,2,dark,fire,1,35.0,1.4,75,90,50,110,80,95,500,45.0,1250000,35,5120,50.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0
Kingdra,Kingdraキングドラ,230,2,water,dragon,1,152.0,1.8,75,95,95,95,95,85,540,45.0,1000000,70,5120,50.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0
Phanpy,Gomazouゴマゾウ,231,2,ground,NT2,0,33.5,0.5,90,60,60,40,40,40,330,120.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Donphan,Donfanドンファン,232,2,ground,NT2,1,120.0,1.1,90,120,120,60,60,50,500,60.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Porygon2,Porygon2ポリゴン２,233,2,normal,NT2,0,32.5,0.6,85,80,90,105,95,60,515,45.0,1000000,70,5120,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Stantler,Odoshishiオドシシ,234,2,normal,NT2,0,71.2,1.4,73,95,62,85,65,85,465,45.0,1250000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Smeargle,Dobleドーブル,235,2,normal,NT2,1,58.0,1.2,55,20,35,20,45,75,250,45.0,800000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Tyrogue,Balkieバルキー,236,2,fighting,NT2,0,21.0,0.7,35,35,35,35,35,35,210,75.0,1000000,70,6400,100.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Hitmontop,Kapoererカポエラー,237,2,fighting,NT2,1,48.0,1.4,50,95,95,35,110,70,455,45.0,1000000,70,6400,100.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Smoochum,Muchulムチュール,238,2,ice,psychic,0,6.0,0.4,45,30,15,85,65,65,305,45.0,1000000,70,6400,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0
Elekid,Elekidエレキッド,239,2,electric,NT2,0,23.5,0.6,45,63,37,65,55,95,360,45.0,1000000,70,6400,75.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Magby,Bubyブビィ,240,2,fire,NT2,0,21.4,0.7,45,75,37,70,55,83,365,45.0,1000000,70,6400,75.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Miltank,Miltankミルタンク,241,2,normal,NT2,1,75.5,1.2,95,80,105,40,70,100,490,45.0,1250000,70,5120,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Blissey,Happinasハピナス,242,2,normal,NT2,1,46.8,1.5,255,10,10,75,135,55,540,30.0,800000,140,10240,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Raikou,Raikouライコウ,243,2,electric,NT2,1,178.0,1.9,90,85,75,115,100,115,580,3.0,1250000,35,20480,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1
Entei,Enteiエンテイ,244,2,fire,NT2,1,198.0,2.1,115,115,85,90,75,100,580,3.0,1250000,35,20480,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1
Suicune,Suicuneスイクン,245,2,water,NT2,1,187.0,2.0,100,75,115,90,115,85,580,3.0,1250000,35,20480,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1
Larvitar,Yogirasヨーギラス,246,2,rock,ground,0,72.0,0.6,50,64,50,45,50,41,300,45.0,1250000,35,10240,50.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0
Pupitar,Sanagirasサナギラス,247,2,rock,ground,0,152.0,1.2,70,84,70,65,70,51,410,45.0,1250000,35,10240,50.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0
Tyranitar,Bangirasバンギラス,248,2,rock,dark,1,202.0,2.0,100,134,110,95,100,61,600,45.0,1250000,35,10240,50.0,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,0
Lugia,Lugiaルギア,249,2,psychic,flying,1,216.0,5.2,106,90,130,90,154,110,680,3.0,1250000,0,30720,0.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1
Ho-Oh,Hououホウオウ,250,2,fire,flying,1,199.0,3.8,106,130,90,110,154,90,680,3.0,1250000,0,30720,0.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,1
Celebi,Celebiセレビィ,251,2,psychic,grass,1,5.0,0.6,100,100,100,100,100,100,600,45.0,1059860,100,30720,0.0,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,1
Treecko,Kimoriキモリ,252,3,grass,NT2,0,5.0,0.5,40,45,35,65,55,70,310,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Grovyle,Juptileジュプトル,253,3,grass,NT2,0,21.6,0.9,50,65,45,85,65,95,405,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Sceptile,Jukainジュカイン,254,3,grass,NT2,1,52.2,1.7,70,85,65,105,85,120,530,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Torchic,Achamoアチャモ,255,3,fire,NT2,0,2.5,0.4,45,60,40,70,50,45,310,45.0,1059860,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Combusken,Wakasyamoワカシャモ,256,3,fire,fighting,0,19.5,0.9,60,85,60,85,60,55,405,45.0,1059860,70,5120,88.1,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0
Blaziken,Bursyamoバシャーモ,257,3,fire,fighting,1,52.0,1.9,80,120,70,110,70,80,530,45.0,1059860,70,5120,88.1,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0
Mudkip,Mizugorouミズゴロウ,258,3,water,NT2,0,7.6,0.4,50,70,50,50,50,40,310,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Marshtomp,Numacrawヌマクロー,259,3,water,ground,0,28.0,0.7,70,85,70,60,70,50,405,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Swampert,Laglargeラグラージ,260,3,water,ground,1,81.9,1.5,100,110,90,85,90,60,535,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Poochyena,Pochienaポチエナ,261,3,dark,NT2,0,13.6,0.5,35,55,35,30,30,35,220,255.0,1000000,70,3840,50.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Mightyena,Graenaグラエナ,262,3,dark,NT2,1,37.0,1.0,70,90,70,60,60,70,420,127.0,1000000,70,3840,50.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Zigzagoon,Jiguzagumaジグザグマ,263,3,normal,NT2,0,17.5,0.4,38,30,41,30,41,60,240,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Linoone,Massugumaマッスグマ,264,3,normal,NT2,1,32.5,0.5,78,70,61,50,61,100,420,90.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Wurmple,Kemussoケムッソ,265,3,bug,NT2,0,3.6,0.3,45,45,35,20,30,20,195,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Silcoon,Karasalisカラサリス,266,3,bug,NT2,0,10.0,0.6,50,35,55,25,25,15,205,120.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Beautifly,Agehuntアゲハント,267,3,bug,flying,1,28.4,1.0,60,70,50,100,50,65,395,45.0,1000000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Cascoon,Mayuldマユルド,268,3,bug,NT2,0,11.5,0.7,50,35,55,25,25,15,205,120.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Dustox,Dokucaleドクケイル,269,3,bug,poison,1,31.6,1.2,60,50,70,50,90,65,385,45.0,1000000,70,3840,50.0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0
Lotad,Hassbohハスボー,270,3,water,grass,0,2.6,0.5,40,30,30,40,50,30,220,255.0,1059860,70,3840,50.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0
Lombre,Hasubreroハスブレロ,271,3,water,grass,0,32.5,1.2,60,50,50,60,70,50,340,120.0,1059860,70,3840,50.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0
Ludicolo,Runpappaルンパッパ,272,3,water,grass,1,55.0,1.5,80,70,70,90,100,70,480,45.0,1059860,70,3840,50.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0
Seedot,Tanebohタネボー,273,3,grass,NT2,0,4.0,0.5,40,40,50,30,30,30,220,255.0,1059860,70,3840,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Nuzleaf,Konohanaコノハナ,274,3,grass,dark,0,28.0,1.0,70,70,40,60,40,60,340,120.0,1059860,70,3840,50.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0
Shiftry,Dirtengダーテング,275,3,grass,dark,1,59.6,1.3,90,100,60,90,60,80,480,45.0,1059860,70,3840,50.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0
Taillow,Subameスバメ,276,3,normal,flying,0,2.3,0.3,40,55,30,30,30,85,270,200.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Swellow,Ohsubameオオスバメ,277,3,normal,flying,1,19.8,0.7,60,85,60,75,50,125,455,45.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Wingull,Camomeキャモメ,278,3,water,flying,0,9.5,0.6,40,30,30,55,30,85,270,190.0,1000000,70,5120,50.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0
Pelipper,Pelipperペリッパー,279,3,water,flying,1,28.0,1.2,60,50,100,95,70,65,440,45.0,1000000,70,5120,50.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0
Ralts,Raltsラルトス,280,3,psychic,fairy,0,6.6,0.4,28,25,25,45,35,40,198,235.0,1250000,35,5120,50.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0
Kirlia,Kirliaキルリア,281,3,psychic,fairy,0,20.2,0.8,38,35,35,65,55,50,278,120.0,1250000,35,5120,50.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0
Gardevoir,Sirnightサーナイト,282,3,psychic,fairy,1,48.4,1.6,68,65,65,125,115,80,518,45.0,1250000,35,5120,50.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0
Surskit,Ametamaアメタマ,283,3,bug,water,0,1.7,0.5,40,30,32,50,52,65,269,200.0,1000000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0
Masquerain,Amemothアメモース,284,3,bug,flying,1,3.6,0.8,70,60,62,100,82,80,454,75.0,1000000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Shroomish,Kinococoキノココ,285,3,grass,NT2,0,4.5,0.4,60,40,60,40,60,35,295,255.0,1640000,70,3840,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Breloom,Kinogassaキノガッサ,286,3,grass,fighting,1,39.2,1.2,60,130,80,60,60,70,460,90.0,1640000,70,3840,50.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,0
Slakoth,Namakeroナマケロ,287,3,normal,NT2,0,24.0,0.8,60,60,60,35,35,30,280,255.0,1250000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Vigoroth,Yarukimonoヤルキモノ,288,3,normal,NT2,0,46.5,1.4,80,80,80,55,55,90,440,120.0,1250000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Slaking,Kekkingケッキング,289,3,normal,NT2,1,130.5,2.0,150,160,100,95,65,100,670,45.0,1250000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Nincada,Tutininツチニン,290,3,bug,ground,0,5.5,0.5,31,45,90,30,30,40,266,255.0,600000,70,3840,50.0,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,0
